EquipID,License#,Year,Make,Model,Description,Dept,InServiceDate,Estimated Replacement Year,Equipment Type,InServiceCost,Asset Weight Category,System Group,Fuel Type
34468,66781D,2019,PETE,348,TRUCK - EDUCTOR - VACTOR COMBO/FAN,SPU,01/11/2019,2026,TRUCK - EDUCTOR,"$156,287.76",CLASS 8,TRUCK,DSL
35112,71230D,2021,PETE,348,TRUCK - EDUCTOR - EDUCTION AND RODDING,SPU,09/18/2020,2027,TRUCK - EDUCTOR,"$156,287.76",CLASS 8,TRUCK,DSL
34289,66219D,2018,PETE,567,TRUCK - DUMP TRUCK - CAB CHASSIS,SPU,04/24/2018,2028,TRUCK - DUMP TRUCK,"$156,170.74",CLASS 8,TRUCK,DSL
34290,66204D,2018,PETE,567,TRUCK - DUMP TRUCK - CAB CHASSIS,SPU,04/25/2018,2028,TRUCK - DUMP TRUCK,"$156,170.74",CLASS 8,TRUCK,DSL
35952,78581D,2023,FORD,F350,PICKUP-FULLSIZE-CREW CAB-4X4>DSL,SCL,08/06/2024,2034,NONE,"$155,644.94",CLASS 2,PICKUP,DSL
36143,,2023,JNDR,5115M,MOWER - TRACTOR,SPU,12/22/2022,2032,TRACTOR - MOWER,"$155,476.12",OFFROAD HEAVY,LANDSCAPE,DSL
33266,60338D,2015,FORD,F550,37` AERIAL W/5YD CHIP BODY - DSL 4WD,DPR,10/07/2015,2027,TRUCK - AERIAL - BUCKET,"$154,786.56",CLASS 5,TRUCK,DSL
36033,80537D,2024,FORD,F550,TRUCK CREW CAB 4WD  W/DUMP,DPR,02/27/2025,2035,TRUCK - DUMPING FLATBED,"$154,234.90",CLASS 5,TRUCK,DSL
31853,54982D,2012,PETE,337,TRUCK - 3 YARD DUMP - CLASS 7,SCL,03/27/2013,2028,TRUCK - DUMP TRUCK,"$152,815.95",CLASS 7,TRUCK,DSL
75014,41619D,2006,PETE,335,TRUCK - FLATBED - CLASS 8,SCL,03/13/2006,2021,TRUCK - FLATBED,"$152,765.88",CLASS 8,TRUCK,DSL
34000,64686D,2018,PETE,220,TRUCK - FLATBED,SFD,09/27/2017,2037,TRUCK - FLATBED,"$152,010.57",CLASS 6,TRUCK,DSL
34842,,2018,CATP,420F2,BACKHOE LOADER - WITH ATTACHMENTS,SPU,04/10/2019,2026,LOADER - BACKHOE,"$151,925.89",OFFROAD HEAVY,CONSTRUCTION,DSL
33269,61345D,2016,PETE,220,TRUCK 18FT BOX LIFTGATE,DPR,12/15/2015,2025,TRUCK - HEAVY,"$151,787.87",CLASS 6,TRUCK,DSL
35537,74678D,2022,FORD,F450,AIR BOTTLE DELIVERY BODY,SFD,12/20/2022,2032,TRUCK - HEAVY,"$151,459.14",CLASS 5,TRUCK,UNL
74491,31522D,2007,FORD,F450,PICKUP - SERVICE BODY - CLASS 4,SCL,05/01/2008,2017,TRUCK - HEAVY,"$151,427.25",CLASS 4,TRUCK,DSL
83005,47479D,2008,FREI,MT55,CARGO - WALKIN VAN - CLASS 6,FAS,05/05/2008,2020,VAN - WALKIN,"$150,994.57",CLASS 6,VAN,DSL
34647,66798D,2019,FORD,F650,ROLLBACK CAR EQUIPMENT CARRIER,DPR,05/01/2019,2029,TRUCK - FLATBED,"$150,919.38",CLASS 6,TRUCK,DSL
34315,66614D,2018,PETE,348,TRUCK - EDUCTOR - VACTOR PD PUMP,SPU,06/18/2018,2025,TRUCK - EDUCTOR,"$150,869.33",CLASS 8,TRUCK,DSL
36662,80632D,2025,ISUZ,NRR,TRUCK 2WD 16` CARGO BOX,SPL,10/28/2025,2035,TRUCK - HEAVY,"$150,641.65",CLASS 5,TRUCK,DSL
32738,59321D,2015,MACK,GU713,TRUCK - 12 YD DUMP,SPU,02/18/2015,2026,TRUCK - DUMP TRUCK,"$150,586.79",CLASS 6,TRUCK,DSL
32387,,1946,CUST,60K,BARGE EQUIPMENT AND MATERIALS,SCL,01/01/1946,2020,BOAT,"$150,000.00",OFFROAD HEAVY,OTHER,NON
32388,,1946,CUST,80K,BARGE EQUIPMENT AND MATERIALS,SCL,01/01/1946,2020,BOAT,"$150,000.00",OFFROAD HEAVY,OTHER,NON
35995,74670D,2022,FORD,E-TRANSIT,VAN E-TRANSIT CARGO HIGH ROOF LWB,FAS,10/25/2023,2033,VAN - ELECTRIC,"$149,286.01",CLASS 2,VAN,ELE
34203,66670D,2018,FORD,F650,EXTENDED CAB CHASSIS LOOP TRUCK,SDOT,09/27/2018,2028,TRUCK - FLATBED,"$147,716.14",CLASS 7,TRUCK,DSL
36663,82362D,2025,ISUZ,NRR,TRUCK 2WD 16` CARGO BOX,SPL,10/27/2025,2035,TRUCK - HEAVY,"$146,346.16",CLASS 5,TRUCK,DSL
31778,NONE,2011,JNDR,6430,TRACTOR,SPU,04/24/2012,2022,TRACTOR,"$146,282.56",OFFROAD HEAVY,LANDSCAPE,DSL
32254,58562D,2013,FORD,F550,TRUCK AERIAL LIFT 40` VERSALIFT SVC BODY,SCL,08/26/2014,2030,TRUCK - AERIAL - BUCKET,"$145,881.51",CLASS 5,TRUCK,DSL
34737,67344D,2019,FORD,F550,PICKUP EXT CAB 4WD - 60 IN CA CAB CHASSIS,SDOT,07/25/2019,2029,TRUCK - FLATBED,"$145,571.94",CLASS 5,TRUCK,DSL
36661,82275D,2025,ISUZ,NRR,TRUCK 2WD 16` CARGO BOX,SPL,10/31/2025,2035,TRUCK - HEAVY,"$144,840.07",CLASS 5,TRUCK,DSL
35026,73845D,2022,FORD,F450,FLATBED WITH CRANE,DPR,09/06/2022,2032,TRUCK - FLATBED,"$144,762.10",CLASS 4,TRUCK,DSL
35012,,2018,CHER,5500,BEACH CLEANER,DPR,06/19/2019,2029,UTILITY VEHICLE,"$144,509.45",OFFROAD LIGHT,LANDSCAPE,DSL
84675,51370D,2008,FORD,F550,PICKUP FLATBED - WELDER - CRANE,SPU,12/10/2009,2021,TRUCK - FLATBED,"$143,721.73",CLASS 5,TRUCK,DSL
32502,828107,2014,TOYT,8FG80U,FORKLIFT PNEUMATIC ROTATOR 17.5K,SCL,12/19/2014,2034,FORKLIFT,"$142,885.42",OFFROAD HEAVY,CONSTRUCTION,
33903,64697D,2017,FORD,F550,SERVICE,SCL,05/31/2018,2028,TRUCK - FLATBED,"$142,884.12",CLASS 5,TRUCK,DSL
35544,76555D,2022,FORD,F550,PICKUP EXT CAB 4WD - SANDER AND PLOW,SDOT,06/07/2023,2033,TRUCK - FLATBED,"$142,809.30",CLASS 5,TRUCK,DSL
79289,50248D,2009,GMCX,WORKHOR,CARGO - WALKIN VAN - CLASS 4,SCL,10/14/2009,2025,VAN - WALKIN,"$142,649.74",CLASS 4,VAN,DSL
34541,,2017,JNDR,6110M,TRACTOR MOWER,DPR,01/29/2019,2029,TRACTOR,"$141,944.51",OFFROAD LIGHT,LANDSCAPE,DSL
33451,61313D,2016,PETE,220,16FT BOX TRUCK,FAS,11/24/2015,2027,TRUCK - HEAVY,"$141,259.80",CLASS 6,TRUCK,DSL
36226,79425D,2024,FORD,TRANSIT,VAN MED ROOF LWB ADA PASSENGER,SFD,10/24/2024,2034,VAN,"$141,167.73",CLASS 2,VAN,UNL
34740,67353D,2019,FORD,F550,PICKUP CREW CAB 4WD - 60 IN CA CAB CHASSIS,SDOT,07/30/2019,2029,TRUCK - HEAVY,"$140,932.88",CLASS 5,TRUCK,DSL
23471,36349D,2002,FREI,MT55,VAN -CARGO - WALKIN VAN - CLASS 6,SPU,03/18/2003,2013,VAN - WALKIN,"$140,834.00",CLASS 6,VAN,DSL
79368,50249D,2009,GMCX,WORKHOR,CARGO - WALKIN VAN - CLASS 4,SCL,10/19/2009,2025,VAN - WALKIN,"$140,613.68",CLASS 4,VAN,DSL
79374,50250D,2009,GMCX,WORKHOR,CARGO - WALKIN VAN - CLASS 4,SCL,07/17/2009,2025,VAN - WALKIN,"$140,367.34",CLASS 4,VAN,DSL
79278,49449D,2009,GMCX,WORKHOR,CARGO - WALKIN VAN - CLASS 4,SCL,07/15/2009,2025,VAN - WALKIN,"$140,349.63",CLASS 4,VAN,DSL
33946,64383D,2017,FORD,F550,TRUCK WITH CRANE REGULAR CAB,SDOT,01/23/2018,2028,TRUCK - DUMPING FLATBED,"$140,250.57",CLASS 5,TRUCK,DSL
79282,50246D,2009,GMCX,WORKHOR,CARGO - WALKIN VAN - CLASS 4,SCL,09/17/2009,2025,VAN - WALKIN,"$140,163.76",CLASS 4,VAN,DSL
79281,49448D,2009,GMCX,WORKHOR,CARGO - UTILIMASTER STEP VAN  12`  16000,SCL,09/10/2010,2025,VAN - WALKIN,"$140,105.31",CLASS 4,VAN,DSL
79387,50251D,2009,GMCX,WORKHOR,CARGO - WALKIN VAN - CLASS 4,SCL,03/29/2010,2025,VAN - WALKIN,"$139,975.88",CLASS 4,VAN,DSL
33235,61388D,2016,FORD,F550,37` AERIAL DSL 2WD,SDOT,02/04/2016,2028,TRUCK - AERIAL - BUCKET,"$138,732.91",CLASS 5,TRUCK,DSL
35140,74625D,2020,FORD,F550,FLATBED WITH CRANE,SDOT,12/21/2022,2032,TRUCK - DUMP TRUCK,"$138,632.95",CLASS 5,TRUCK,DSL
35456,72720D,2021,FORD,F550,FLATBED WITH CRANE,DPR,05/17/2022,2032,TRUCK - HEAVY,"$138,226.21",CLASS 5,TRUCK,DSL
34597,67481D,2019,FORD,F250,PICKUP - BATTALION SERVICE BODY - 4WD,SFD,11/27/2019,2029,TRUCK - LIGHT,"$138,134.24",CLASS 2,PICKUP,UNL
35151,,2021,HAMM,HD70IVV,8 TON ROLLER,SDOT,11/09/2021,2032,ROLLER,"$137,608.78",OFFROAD HEAVY,CONSTRUCTION,DSL
35019,79450D,2020,FORD,F450,EMERGENCY TRUCK,SDOT,02/10/2022,2025,TRUCK - HEAVY,"$137,192.94",CLASS 4,TRUCK,DSL
35267,72957D,2021,FORD,F350,ENCLOSED SERVICE BODY,SCL,11/30/2021,2033,TRUCK - LIGHT,"$136,875.06",CLASS 3,PICKUP,DSL
79285,50247D,2009,GMCX,WORKHOR,CARGO - WALKIN VAN - CLASS 4,SCL,10/26/2009,2025,VAN - WALKIN,"$136,587.76",CLASS 4,VAN,DSL
36014,,2022,JNDR,4052R,TRACTOR,DPR,10/11/2023,2033,TRACTOR,"$136,543.01",OFFROAD LIGHT,LANDSCAPE,DSL
34595,67479D,2019,FORD,F250,PICKUP - BATTALION SERVICE BODY - 4WD,SFD,10/31/2019,2029,TRUCK - LIGHT,"$135,813.84",CLASS 2,PICKUP,UNL
34586,67477D,2019,FORD,F250,PICKUP - BATTALION SERVICE BODY - 4WD,SFD,08/07/2019,2029,TRUCK - LIGHT,"$135,451.77",CLASS 2,PICKUP,UNL
34596,67480D,2019,FORD,F250,PICKUP - BATTALION SERVICE BODY - 4WD,SFD,08/07/2019,2029,TRUCK - LIGHT,"$135,381.25",CLASS 2,PICKUP,UNL
35305,,2020,JNDR,6120M,TRACTOR - LANDSCAPE,SPU,05/18/2020,2030,TRACTOR,"$134,518.32",OFFROAD HEAVY,LANDSCAPE,DSL
34867,,2017,JNDR,6110M,SIDE FLAIL AND REAR DECK MOWER,SCL,04/24/2019,2029,TRACTOR - MOWER,"$133,569.77",OFFROAD LIGHT,LANDSCAPE,DSL
34591,67478D,2019,FORD,F250,PICKUP - BATTALION SERVICE BODY - 4WD,SFD,08/07/2019,2029,TRUCK - LIGHT,"$133,329.34",CLASS 2,PICKUP,UNL
35977,80410D,2024,FORD,TRANSIT350,VAN-FULLSIZE-CARGO-4X4>UNL,SCL,05/14/2025,2035,VAN,"$133,006.78",CLASS 2,VAN,UNL
33678,63717D,2016,FORD,F550,DUMPING FLATBED W/ KNUCLE BOOM CRANE,SDOT,04/18/2017,2027,TRUCK - HEAVY,"$132,878.86",CLASS 5,TRUCK,DSL
34544,,2018,JNDR,5075M,CONSTRUCTION AND TURF UNIT,DPR,01/31/2019,2029,MOWER,"$131,795.84",OFFROAD LIGHT,LANDSCAPE,DSL
35059,72906D,2020,FORD,F450,EMERGENCY TRUCK,SDOT,02/10/2022,2025,TRUCK - FLATBED,"$131,736.97",CLASS 4,TRUCK,DSL
35986,78906D,2023,FORD,F350,PICKUP EXT CAB 4WD,SPU,12/15/2023,2033,TRUCK - LIGHT,"$131,733.07",CLASS 3,PICKUP,DSL
35688,72959D,2021,FORD,F350,SERVICE BODY,SCL,11/30/2021,2033,TRUCK - LIGHT,"$131,191.31",CLASS 3,PICKUP,DSL
35114,71190D,2020,FORD,F550,TRUCK FLATBED SANDER PLOW,SDOT,08/19/2020,2030,TRUCK - FLATBED,"$130,977.01",CLASS 5,TRUCK,DSL
35681,,2021,JCB,215,LOADER SKID STEER - SOLID WASTE,SPU,01/03/2023,2033,LOADER - SKID STEER,"$130,629.43",OFFROAD LIGHT,CONSTRUCTION,DSL
35113,71189D,2020,FORD,F550,FLATBED SANDER PLOW,SDOT,08/03/2020,2030,TRUCK - FLATBED,"$130,515.58",CLASS 5,TRUCK,DSL
34738,67354D,2019,FORD,F550,CREW CAB 60 IN CA CAB CHASSIS,SDOT,07/25/2019,2029,TRUCK - HEAVY,"$130,397.35",CLASS 5,TRUCK,DSL
35146,72633D,2020,FORD,F550,PLOW AND SANDER,SDOT,10/22/2021,2031,TRUCK - FLATBED,"$130,060.65",CLASS 5,TRUCK,DSL
35549,72762D,2022,FORD,F550,SALT SPREADER SNOW PLOW,SDOT,08/26/2022,2032,TRUCK - FLATBED,"$130,002.78",CLASS 5,TRUCK,DSL
30909,51450D,2010,PETE,330,TRUCK - DUMP - CLASS 6,DPR,05/05/2010,2025,TRUCK - DUMP TRUCK,"$129,989.33",CLASS 6,TRUCK,DSL
19301,67155D,2020,TITN,WALKINGFLR,TRAILER - WALKING FLOOR  50`,SPU,,2040,TRAILER - EQUIPMENT,"$129,672.70",CLASS 8,TRAILER,
19302,67156D,2020,TITN,WALKINGFLR,WALKING FLOOR TRAILER 50`,SPU,,2040,TRAILER - EQUIPMENT,"$129,672.70",CLASS 8,TRAILER,
19303,67177D,2020,TITN,WALKINGFLR,TRAILER - WALKING FLOOR TRAILER 50`,SPU,,2040,TRAILER - EQUIPMENT,"$129,672.70",CLASS 8,TRAILER,
19304,67176D,2020,TITN,WALKINGFLR,TRAILER - WALKING FLOOR TRAILER 50`,SPU,,2040,TRAILER - EQUIPMENT,"$129,672.70",CLASS 8,TRAILER,
19328,67157D,2020,TITN,WALKINGFLR,TRAILER - WALKING FLOOR 50`,SPU,,2040,TRAILER - EQUIPMENT,"$129,672.70",CLASS 8,TRAILER,
19347,67151D,2020,TITN,WALKINGFLR,TRAILER - WALKING FLOOR 50`,SPU,,2040,TRAILER - EQUIPMENT,"$129,672.70",CLASS 8,TRAILER,
19357,67152D,2020,TITN,WALKINGFLR,TRAILER - WALKING FLOOR 50`,SPU,,2040,TRAILER - EQUIPMENT,"$129,672.70",CLASS 8,TRAILER,
19358,67153D,2020,TITN,WALKINGFLR,TRAILER - WALKING FLOOR TRAILER 50`,SPU,,2040,TRAILER - EQUIPMENT,"$129,672.70",CLASS 8,TRAILER,
19360,67154D,2020,TITN,WALKINGFLR,TRAILER - WALKING FLOOR 50`,SPU,,2040,TRAILER - EQUIPMENT,"$129,672.70",CLASS 8,TRAILER,
32904,59378D,2015,FREI,MT55,VAN CARGO - WALK IN,SPU,10/01/2015,2025,VAN - WALKIN,"$129,630.85",CLASS 6,VAN,DSL
34739,68818D,2019,FORD,F550,CREW CAB 60 IN CA CAB CHASSIS,SDOT,12/13/2019,2029,TRUCK - HEAVY,"$129,308.42",CLASS 5,TRUCK,DSL
45525,40343D,2004,GMCX,T7500,TRUCK - FLATBED - ATTENUATOR - CLASS 7,SDOT,02/15/2005,2022,TRUCK - FLATBED,"$128,787.75",CLASS 7,TRUCK,DSL
36138,,2024,TOYT,05-9FBM35T,FORKLIFT,SPU,06/27/2025,2035,FORKLIFT,"$128,505.89",OFFROAD LIGHT,CONSTRUCTION,ELE
33401,60367D,2016,ISUZ,NRR,REFUSE PACKER - CLASS 5,DPR,10/21/2015,2025,TRUCK - REFUSE PACKER,"$128,190.60",CLASS 5,TRUCK,DSL
35142,79185D,2023,FORD,F550,TRUCK - CHIP DUMP - CLASS 5,SDOT,05/21/2024,2036,TRUCK - DUMPING CHIP BODY,"$128,179.27",CLASS 5,TRUCK,DSL
35800,78914D,2023,FORD,F350,PICKUP 2WD EXT CAB - SERVICE BODY,SPU,03/05/2025,2035,TRUCK - LIGHT,"$127,927.03",CLASS 3,PICKUP,DSL
31429,,2010,EZHL,EZ5500,MINI DIGGER DERRICK,SCL,07/30/2010,2026,DIGGER,"$127,911.19",OFFROAD LIGHT,CONSTRUCTION,DSL
35997,80473D,2024,FORD,F250,PICKUP CREW CAB  4WD,SPD,09/22/2025,2037,TRUCK - LIGHT,"$127,383.95",CLASS 2,PICKUP,UNL
31804,,2011,HOGG,HYDRA,CABLE PULLING TRAILER,SCL,12/01/2011,2031,TRAILER,"$126,821.44",CLASS 6,TRAILER,DSL
33704,64630D,2016,FORD,F550,"84"" CA 10.5` FLATBED",SCL,07/18/2017,2027,TRUCK - HEAVY,"$126,327.07",CLASS 5,TRUCK,DSL
35266,72958D,2021,FORD,F350,ENCLOSED SERVICE BODY,SCL,12/23/2021,2033,TRUCK - LIGHT,"$126,070.49",CLASS 3,PICKUP,DSL
35996,80485D,2024,FORD,F250,PICKUP CREW CAB  4WD,SPD,09/22/2025,2037,TRUCK - LIGHT,"$125,208.44",CLASS 2,PICKUP,UNL
36055,80559D,2024,FORD,F350,PICKUP EXT CAB 2WD SRW,SDOT,03/04/2025,2035,TRUCK - LIGHT,"$125,164.19",CLASS 3,PICKUP,DSL
35469,,2020,CATP,307.5,PARKS MAINTENANCE,DPR,02/04/2021,2030,EXCAVATOR,"$125,037.49",OFFROAD MEDIUM,CONSTRUCTION,DSL
70229,29385D,2000,FREI,FL80,TRUCK - DUMP - SANDER - PLOW - CLASS 8,SCL,01/11/2000,2015,TRUCK - DUMP TRUCK,"$124,000.00",CLASS 8,TRUCK,DSL
35855,,2023,TORO,4010D,MOWER 4WD 11`,DPR,08/04/2023,2030,MOWER,"$123,938.07",OFFROAD LIGHT,LANDSCAPE,DSL
35455,73045D,2021,FORD,F550,FLATBED WITH CRANE,DPR,03/29/2022,2032,TRUCK - HEAVY,"$123,672.30",CLASS 5,TRUCK,DSL
32153,56128D,2013,PETE,220,TRUCK FLATBED 16 YD DUMP WITH STAKES,DPR,08/12/2013,2023,TRUCK - DUMPING FLATBED,"$123,607.12",CLASS 6,TRUCK,DSL
35851,,2023,TORO,4010D,MOWER 4WD 11`,DPR,08/04/2023,2030,MOWER,"$123,593.22",OFFROAD LIGHT,LANDSCAPE,DSL
83189,50295D,2008,FORD,E450,CARGO - CUTAWAY VAN - SWAT,SPD,08/01/2009,2021,VAN,"$123,191.27",CLASS 4,VAN,DSL
33899,64667D,2017,FORD,F550,WILDFIRE UNIT,SCL,09/21/2017,2027,TRUCK - FLATBED,"$122,908.14",CLASS 5,TRUCK,DSL
33251,62771D,2016,PETE,337,TRUCK - SERVICE BODY - CLASS 8,SPU,01/27/2017,2026,TRUCK - HEAVY,"$122,045.05",CLASS 8,TRUCK,DSL
33253,61741D,2016,PETE,337,TRUCK - SERVICE BODY - CLASS 8,SPU,08/31/2016,2025,TRUCK - HEAVY,"$122,045.05",CLASS 8,TRUCK,DSL
33254,63782D,2016,PETE,337,TRUCK - SERVICE BODY - CLASS 8,SPU,05/18/2017,2026,TRUCK - HEAVY,"$122,045.05",CLASS 8,TRUCK,DSL
33255,64675D,2016,PETE,337,TRUCK 2WD - SERVICE BODY - CLASS 8,SPU,08/25/2017,2026,TRUCK - HEAVY,"$122,045.05",CLASS 8,TRUCK,DSL
33022,61397D,2016,PETE,337,TRUCK 2WD - SERVICE BODY - CLASS 8,SPU,03/07/2016,2025,TRUCK - HEAVY,"$121,690.86",CLASS 8,TRUCK,DSL
33021,61315D,2016,PETE,337,TRUCK 2WD - SERVICE BODY,SPU,11/20/2015,2024,TRUCK - HEAVY,"$121,687.87",CLASS 8,TRUCK,DSL
33702,63756D,2016,FORD,F550,"84"" CA 10.5` FLATBED",SCL,05/11/2017,2027,TRUCK - HEAVY,"$121,362.00",CLASS 5,TRUCK,DSL
33703,64620D,2016,FORD,F550,"84"" CA 10.5` FLATBED",SCL,06/15/2017,2027,TRUCK - HEAVY,"$121,362.00",CLASS 5,TRUCK,DSL
35859,,2023,TORO,4010D,MOWER 4WD 11`,DPR,06/06/2023,2029,MOWER,"$121,283.17",OFFROAD LIGHT,LANDSCAPE,DSL
76062,46873D,2007,GMCX,WORKHOR,CARGO - WALKIN VAN - CLASS 4 - NETWORK S,SCL,03/26/2009,2022,VAN - WALKIN,"$121,116.52",CLASS 4,VAN,UNL
35867,,2023,TORO,4010D,MOWER 4WD 11`,DPR,09/19/2023,2029,MOWER,"$121,074.63",OFFROAD LIGHT,LANDSCAPE,DSL
35857,,2023,TORO,4010D,MOWER 4WD 11`,DPR,06/16/2023,2029,MOWER,"$121,036.82",OFFROAD LIGHT,LANDSCAPE,DSL
35860,,2023,TORO,4010,11` MOWER,DPR,06/05/2023,2029,MOWER,"$121,018.57",OFFROAD LIGHT,LANDSCAPE,DSL
35870,,2023,TORO,4010D,MOWER 4WD 11`,DPR,08/07/2023,2029,MOWER,"$121,016.19",OFFROAD LIGHT,LANDSCAPE,DSL
35869,,2023,TORO,4010D,MOWER 4WD 11`,DPR,08/07/2023,2029,MOWER,"$120,942.70",OFFROAD LIGHT,LANDSCAPE,DSL
76064,46875D,2007,GMCX,WORKHOR,CARGO - WALKIN VAN - CLASS 4 - NETWORK S,SCL,03/02/2009,2022,VAN - WALKIN,"$120,875.76",CLASS 4,VAN,UNL
35862,,2023,TORO,4010D,MOWER 4WD 11`,DPR,06/06/2023,2029,MOWER,"$120,874.58",OFFROAD LIGHT,LANDSCAPE,DSL
35868,,2023,TORO,4010D,MOWER 4WD 11`,DPR,06/05/2023,2029,MOWER,"$120,859.76",OFFROAD LIGHT,LANDSCAPE,DSL
35864,,2023,TORO,4010D,MOWER 4WD 11`,DPR,06/05/2023,2029,MOWER,"$120,853.88",OFFROAD LIGHT,LANDSCAPE,DSL
35863,,2023,TORO,4010D,MOWER 4WD 11`,DPR,06/05/2023,2029,MOWER,"$120,848.98",OFFROAD LIGHT,LANDSCAPE,DSL
70757,,2010,TOYT,7FGU45,FORKLIFT ELE - 10000  LB LIFT,SCL,12/29/2009,2030,FORKLIFT - ELECTRIC,"$120,832.00",OFFROAD MEDIUM,CONSTRUCTION,ELE
76054,46845D,2007,GMCX,WORKHOR,CARGO - WALKIN VAN - CLASS 4 - NORTH URD,SCL,05/18/2009,2022,VAN - WALKIN,"$120,821.84",CLASS 4,VAN,UNL
35861,,2023,TORO,4010D,MOWER 4WD 11`,DPR,06/22/2023,2029,MOWER,"$120,806.74",OFFROAD LIGHT,LANDSCAPE,DSL
31913,54922D,2012,HOGG,HYDRA,TRAILER - POWER WIRE PULLING,SCL,09/12/2012,2032,TRAILER,"$120,805.43",CLASS 4,TRAILER,DSL
35858,,2023,TORO,4010D,MOWER 4WD 11`,DPR,07/13/2023,2029,MOWER,"$120,665.64",OFFROAD LIGHT,LANDSCAPE,DSL
35866,,2023,TORO,4010D,MOWER 4WD 11`,DPR,06/05/2023,2029,MOWER,"$120,509.54",OFFROAD LIGHT,LANDSCAPE,DSL
35865,,2023,TORO,4010D,MOWER 4WD 11`,DPR,06/06/2023,2029,MOWER,"$120,403.13",OFFROAD LIGHT,LANDSCAPE,DSL
34341,71711D,2020,FORD,F550,SERVICE BODY,SCL,06/04/2021,2033,TRUCK - HEAVY,"$120,368.35",CLASS 5,TRUCK,DSL
76051,46843D,2007,GMCX,WORKHOR,CARGO - WALKIN VAN - CLASS 4 - NORTH URD,SCL,08/06/2008,2022,VAN - WALKIN,"$120,324.34",CLASS 4,VAN,UNL
76053,46844D,2007,GMCX,WORKHOR,CARGO - WALKIN VAN - CLASS 4 - NORTH URD,SCL,10/09/2008,2022,VAN - WALKIN,"$120,324.34",CLASS 4,VAN,UNL
76055,46847D,2007,GMCX,WORKHOR,CARGO - WALKIN VAN - CLASS 4 - NORTH URD,SCL,10/01/2008,2022,VAN - WALKIN,"$120,324.34",CLASS 4,VAN,UNL
76056,46865D,2007,GMCX,WORKHOR,CARGO - WALKIN VAN - CLASS 4 - NORTH URD,SCL,08/15/2008,2022,VAN - WALKIN,"$120,324.34",CLASS 4,VAN,UNL
76063,46874D,2007,GMCX,WORKHOR,CARGO - WALKIN VAN - CLASS 4 - NETWORK S,SCL,03/03/2009,2022,VAN - WALKIN,"$120,132.18",CLASS 4,VAN,UNL
995411,47781D,1998,PETE,378,TRUCK - FLUSHER - CLASS 8,SPU,04/04/2008,2018,TRUCK - FLUSHER,"$120,000.00",CLASS 8,TRUCK,DSL
76059,46870D,2007,GMCX,WORKHOR,CARGO - WALKIN VAN - CLASS 4 - NETWORK S,SCL,05/20/2009,2022,VAN - WALKIN,"$119,972.29",CLASS 4,VAN,UNL
76058,46867D,2007,GMCX,WORKHOR,CARGO - WALKIN VAN - CLASS 4 - NETWORK S,SCL,04/08/2009,2022,VAN - WALKIN,"$119,931.75",CLASS 4,VAN,UNL
76057,46866D,2007,GMCX,WORKHOR,CARGO - WALKIN VAN - CLASS 4 - NETWORK S,SCL,05/11/2009,2022,VAN - WALKIN,"$119,384.35",CLASS 4,VAN,UNL
76060,46871D,2007,GMCX,WORKHOR,CARGO - WALKIN VAN - CLASS 4 - NETWORK S,SCL,04/02/2009,2022,VAN - WALKIN,"$119,283.79",CLASS 4,VAN,UNL
76061,46872D,2007,GMCX,WORKHOR,CARGO - WALKIN VAN - CLASS 4 - NETWORK S,SCL,03/02/2009,2022,VAN - WALKIN,"$119,024.63",CLASS 4,VAN,UNL
32844,58807D,2014,FORD,F550,TRUCK FLATBED HYDRAULIC CAPSTAN,SCL,06/18/2015,2025,TRUCK - FLATBED,"$118,821.70",CLASS 5,TRUCK,DSL
32104,,2012,GENI,Z60-34-4,AERIAL WORK PLATFORM 60 FOOT,SCL,02/01/2013,2029,AERIAL - PLATFORM,"$118,813.86",OFFROAD HEAVY,CONSTRUCTION,UNL
35842,75076D,2022,FORD,F350,PICKUP DUMP BODY 4X4 DSL,SCL,05/30/2023,2035,TRUCK - LIGHT,"$118,786.17",CLASS 3,PICKUP,DSL
32843,58806D,2014,FORD,F550,TRUCK FLATBED HYDRAULIC CAPSTAN,SCL,05/05/2015,2025,TRUCK - FLATBED,"$118,575.12",CLASS 5,TRUCK,DSL
32845,58808D,2014,FORD,F550,TRUCK FLATBED HYDRAULIC CAPSTAN,SCL,04/23/2015,2025,TRUCK - FLATBED,"$118,357.80",CLASS 5,TRUCK,DSL
64248,42102D,2006,CHEV,SILVRADO,PICKUP - SERVICE BODY - 4X4,SCL,05/04/2006,2016,TRUCK - LIGHT,"$118,348.00",CLASS 2,PICKUP,UNL
35031,72685D,2020,FORD,F350,PICKUP EXT CAB 2WD - PLANNING AND MAINT,SPU,02/09/2022,2032,TRUCK - FLATBED,"$118,165.46",CLASS 3,PICKUP,DSL
32024,54375D,2013,FORD,F550,TRUCK 2WD AERIAL BUCKET ALTEC 37 FOOT,SPD,06/20/2013,2023,TRUCK - AERIAL - BUCKET,"$117,142.75",CLASS 5,TRUCK,DSL
34298,65269D,2017,FORD,F550,TRUCK SPREADER/PLOW,SDOT,10/12/2017,2027,TRUCK - DUMPING FLATBED,"$116,759.42",CLASS 5,TRUCK,DSL
35008,,2019,DYNP,CC2200,ROLLER ASPHALT - 8 TON COMPACT,SDOT,10/04/2019,2031,ROLLER,"$116,523.04",OFFROAD HEAVY,CONSTRUCTION,DSL
